feat_importance,shap,Gene1,Gene2,feat_Proba,EdgeWeight
0,0,CXCL12,FAS,0,0
0.096416202,0.023313152,PRF1,FAS,0.180319044,0.037419487
0.105072035,0.02686054,CCL5,FAS,0.196507316,0.04311333
0.001117596,8.19E-05,MKI67,FAS,0.002090144,0.000131444
0.025921477,0.002385148,TRIM5,FAS,0.04847874,0.003828355
0.024954092,0.001470161,IFNG,FAS,0.046669523,0.002359726
0.048595549,0.017590177,SERPINA1,FAS,0.090884134,0.02823365
0.004017511,0.00032427,HP,FAS,0.007513611,0.00052048
0.001230048,5.58E-05,CCL2,FAS,0.002300454,8.95E-05
0,0,CCL11,FAS,0,0
0.024806358,0.004112849,CCL3,FAS,0.046393227,0.006601454
0.022604277,0.001204784,CCL4L2,FAS,0.042274861,0.001933775
0.005925682,0.000255078,ALB,FAS,0.011082301,0.000409421
0.007307383,0.001721786,KIR3DL1,FAS,0.013666379,0.002763606
6.61E-05,4.03E-06,CYP2B6,FAS,0.000123597,6.46E-06
0.052749564,0.008615245,CD40LG,FAS,0.098653036,0.013828162
0.315370552,0.095440002,HLA-B,FAS,0.589810793,0.153188888
0,0,CRP,CCL5,0,0
0.05248859,0.089058545,FCGR3A,CCL5,0.098164957,0.142946135
2.32E-05,1.44E-05,IL10,CCL5,4.33E-05,2.30E-05
0.013826138,0.005761855,CD28,CCL5,0.025857852,0.009248241
0.064866015,0.091761008,CX3CR1,CCL5,0.121313406,0.147283806
0.008104173,0.004225121,CCR2,CCL5,0.015156548,0.00678166
0.006795869,0.004772632,CCR5,CCL5,0.012709737,0.007660459
0,0,ALB,CCL5,0,0
0.001398363,0.000519519,IL2,CCL5,0.002615239,0.00083387
0.013807186,0.003252719,ABCB1,CCL5,0.02582241,0.005220877
8.75E-06,1.35E-05,HP,CCL5,1.64E-05,2.17E-05
0.006122833,0.012216237,IL2RA,CCL5,0.011451015,0.019608043
0,0,MBL2,CCL5,0,0
0,0,CXCL12,CCL5,0,0
0.534697831,0.253986959,PRF1,CCL5,1,0.407669518
0.01321858,0.010733441,FAS,CCL5,0.024721589,0.017228037
0.001679338,0.000620094,MKI67,CCL5,0.003140724,0.0009953
0.010150679,0.008623744,TRIM5,CCL5,0.018983954,0.013841803
0.017258854,0.070300136,IFNG,CCL5,0.032277771,0.112837379
0.063091621,0.189628686,SERPINA1,CCL5,0.117994907,0.304369309
0.000405005,0.000556198,HP,CCL5,0.000757446,0.000892743
0.000486421,0.000173639,CCL2,CCL5,0.000909712,0.000278705
0,0,CCL11,CCL5,0,0
0.004371095,0.004305668,FAS,CCL5,0.008174888,0.006910944
0.01228138,0.013304675,CCL3,CCL5,0.022968824,0.021355074
0.014696587,0.018101036,CCL4L2,CCL5,0.02748578,0.029053621
0.002951173,0.00087911,ALB,CCL5,0.005519329,0.001411042
0.004424816,0.009352169,KIR3DL1,CCL5,0.008275358,0.015010984
0.000369985,0.000558009,CYP2B6,CCL5,0.000691951,0.000895649
0.019022443,0.028974036,CD40LG,CCL5,0.035576061,0.04650566
0.133453129,0.623021707,HLA-B,CCL5,0.249586068,1
0,0,CRP,MKI67,0,0
0.093969166,0.001691886,FCGR3A,MKI67,0.175742561,0.002715613
2.31E-05,5.07E-07,IL10,MKI67,4.33E-05,8.14E-07
0.022080834,0.000279215,CD28,MKI67,0.041295912,0.000448163
0.099201926,0.006071333,CX3CR1,MKI67,0.185528949,0.009744978
0.006560788,0.000155727,CCR2,MKI67,0.012270084,0.000249955
0.003446025,0.000344296,CCR5,MKI67,0.006444808,0.000552623
0,0,ALB,MKI67,0,0
4.89E-05,1.27E-07,IL2,MKI67,9.15E-05,2.04E-07
0.035266647,0.00090417,ABCB1,MKI67,0.065956219,0.001451266
0,0,HP,MKI67,0,0
0.00014171,3.12E-06,IL2RA,MKI67,0.000265028,5.01E-06
0,0,MBL2,MKI67,0,0
0,0,CXCL12,MKI67,0,0
0.111748378,0.00909936,PRF1,MKI67,0.208993514,0.014605205
0.022168737,0.002815849,FAS,MKI67,0.041460309,0.004519664
0.133744008,0.017007174,CCL5,MKI67,0.250130075,0.027297884
0.051615732,0.002582362,TRIM5,MKI67,0.096532526,0.004144899
0.004628612,0.000364104,IFNG,MKI67,0.008656501,0.000584417
0.060942267,0.000385523,SERPINA1,MKI67,0.113975152,0.000618795
0.000467467,2.26E-06,HP,MKI67,0.000874263,3.64E-06
1.03E-05,2.73E-07,CCL2,MKI67,1.93E-05,4.39E-07
0,0,CCL11,MKI67,0,0
0.004561223,0.000138341,FAS,MKI67,0.008530469,0.000222048
0.058994501,0.004478806,CCL3,MKI67,0.110332412,0.007188844
0.030969605,0.003163333,CCL4L2,MKI67,0.057919825,0.005077405
0.000202154,1.71E-06,ALB,MKI67,0.000378071,2.74E-06
0.011009262,0.001501306,KIR3DL1,MKI67,0.02058969,0.002409717
0,0,CYP2B6,MKI67,0,0
0.002191616,0.000248149,CD40LG,MKI67,0.004098794,0.000398299
0.246007002,0.008677988,HLA-B,MKI67,0.460086029,0.013928869
0,0,CRP,TRIM5,0,0
0.066443004,0.028095755,FCGR3A,TRIM5,0.124262714,0.045095948
7.68E-05,3.71E-06,IL10,TRIM5,0.00014365,5.95E-06
0.038597164,0.002946572,CD28,TRIM5,0.072185002,0.004729485
0.070977371,0.02064918,CX3CR1,TRIM5,0.132742957,0.033143596
0.025402781,0.012485314,CCR2,TRIM5,0.047508666,0.020039934
0.006481412,0.000387889,CCR5,TRIM5,0.012121635,0.000622593
0,0,ALB,TRIM5,0,0
0.000152382,2.20E-05,IL2,TRIM5,0.000284987,3.54E-05
0.024092803,0.001219227,ABCB1,TRIM5,0.045058726,0.001956958
0.001874469,9.80E-05,HP,TRIM5,0.00350566,0.000157251
0.008598784,0.000869778,IL2RA,TRIM5,0.016081576,0.001396064
0,0,MBL2,TRIM5,0,0
0,0,CXCL12,TRIM5,0,0
0.08198774,0.018915785,PRF1,TRIM5,0.153334717,0.030361357
0.033482932,0.006239725,FAS,TRIM5,0.062620287,0.01001526
0.098659734,0.023619214,CCL5,TRIM5,0.184514932,0.037910739
0.002020015,0.000111331,MKI67,TRIM5,0.003777863,0.000178696
0.022542749,0.005389322,IFNG,TRIM5,0.042159792,0.008650295
0.049795744,0.005442363,SERPINA1,TRIM5,0.093128757,0.008735431
0.004342173,0.000348389,HP,TRIM5,0.008120798,0.000559192
0.000184673,2.59E-05,CCL2,TRIM5,0.000345378,4.17E-05
0,0,CCL11,TRIM5,0,0
0.01104298,0.001087635,FAS,TRIM5,0.020652748,0.001745741
0.03139278,0.003932826,CCL3,TRIM5,0.058711254,0.006312502
0.020536972,0.002090228,CCL4L2,TRIM5,0.038408557,0.003354984
0.004826121,0.000298195,ALB,TRIM5,0.009025885,0.000478627
0.006936438,0.000482315,KIR3DL1,TRIM5,0.012972632,0.000774155
1.87E-05,5.29E-06,CYP2B6,TRIM5,3.50E-05,8.49E-06
0.038081863,0.015144916,CD40LG,TRIM5,0.071221279,0.02430881
0.351451412,0.0562213,HLA-B,TRIM5,0.657289765,0.090239713
0,0,CRP,IFNG,0,0
0.092529518,0.012866226,FCGR3A,IFNG,0.173050109,0.020651329
3.06E-05,1.55E-06,IL10,IFNG,5.73E-05,2.49E-06
0.025046639,0.003170056,CD28,IFNG,0.046842604,0.005088195
0.104283829,0.031559351,CX3CR1,IFNG,0.1950332,0.050655298
0.003450673,0.001987693,CCR2,IFNG,0.006453501,0.003190407
0.004853831,0.000898826,CCR5,IFNG,0.009077709,0.001442688
0,0,ALB,IFNG,0,0
0.000295753,3.79E-05,IL2,IFNG,0.000553121,6.09E-05
0.022617779,0.002638561,ABCB1,IFNG,0.042300114,0.004235103
0,0,HP,IFNG,0,0
0.001931642,0.000434836,IL2RA,IFNG,0.003612586,0.000697947
0,0,MBL2,IFNG,0,0
0,0,CXCL12,IFNG,0,0
0.165618192,0.045245327,PRF1,IFNG,0.309741657,0.072622393
0.04181469,0.006740839,FAS,IFNG,0.078202469,0.01081959
0.188243716,0.208861261,CCL5,IFNG,0.352056256,0.335239139
0.00032627,3.56E-05,MKI67,IFNG,0.000610195,5.72E-05
0.023549154,0.00179226,TRIM5,IFNG,0.044041985,0.002876722
0.011321284,0.008593028,SERPINA1,IFNG,0.021173238,0.013792502
3.12E-05,5.32E-05,HP,IFNG,5.83E-05,8.53E-05
1.11E-05,5.26E-07,CCL2,IFNG,2.08E-05,8.44E-07
0,0,CCL11,IFNG,0,0
0.012628567,0.000558795,FAS,IFNG,0.023618137,0.000896911
0.042592602,0.002626876,CCL3,IFNG,0.07965733,0.004216348
0.042728277,0.003516374,CCL4L2,IFNG,0.079911073,0.005644063
0.003905501,0.000455148,ALB,IFNG,0.007304127,0.000730549
0.023069944,0.00159441,KIR3DL1,IFNG,0.043145759,0.002559156
0.001608521,0.000144595,CYP2B6,IFNG,0.003008281,0.000232086
0.016994835,0.005649188,CD40LG,IFNG,0.031783998,0.009067402
0.170515834,0.154748099,HLA-B,IFNG,0.318901301,0.248383157
0,0,CRP,SERPINA1,0,0
0.192394109,0.309586192,FCGR3A,SERPINA1,0.359818384,0.496910764
0.000135707,0.000124384,IL10,SERPINA1,0.000253801,0.000199646
0.01467933,0.023024188,CD28,SERPINA1,0.027453506,0.036955675
0.138304761,0.275885835,CX3CR1,SERPINA1,0.258659663,0.442818977
0.051911692,0.021437577,CCR2,SERPINA1,0.097086035,0.034409037
0.004106051,0.001418338,CCR5,SERPINA1,0.0076792,0.002276547
0,0,ALB,SERPINA1,0,0
3.33E-05,7.02E-05,IL2,SERPINA1,6.23E-05,0.000112737
0.005226685,0.005440564,ABCB1,SERPINA1,0.009775025,0.008732543
0.000912374,0.000276788,HP,SERPINA1,0.001706336,0.000444267
0.003218843,0.000992088,IL2RA,SERPINA1,0.006019929,0.001592381
0,0,MBL2,SERPINA1,0,0
0,0,CXCL12,SERPINA1,0,0
0.125653555,0.274989994,PRF1,SERPINA1,0.234999186,0.44138108
0.015026522,0.008876106,FAS,SERPINA1,0.02810283,0.014246864
0.126764601,0.306062643,CCL5,SERPINA1,0.237077082,0.491255183
0.001149912,0.000679473,MKI67,SERPINA1,0.002150583,0.001090609
0.014614782,0.004668438,TRIM5,SERPINA1,0.027332786,0.00749322
0.001431014,0.003219281,IFNG,SERPINA1,0.002676305,0.005167205
0.019525137,0.006951859,HP,SERPINA1,0.036516208,0.011158293
0.003987605,0.001779961,CCL2,SERPINA1,0.00745768,0.00285698
0,0,CCL11,SERPINA1,0,0
0.005162328,0.002232519,FAS,SERPINA1,0.009654664,0.003583373
0.046465912,0.070656083,CCL3,SERPINA1,0.086901254,0.113408702
0.001243686,0.001695658,CCL4L2,SERPINA1,0.00232596,0.002721667
0.001079654,0.00022012,ALB,SERPINA1,0.002019185,0.00035331
9.58E-05,0.000230446,KIR3DL1,SERPINA1,0.000179081,0.000369884
0.000159788,0.000190926,CYP2B6,SERPINA1,0.000298838,0.000306452
0.028390953,0.028618091,CD40LG,SERPINA1,0.053097192,0.04593434
0.198325941,0.023272066,HLA-B,SERPINA1,0.370912186,0.03735354
0,0,CRP,HP,0,0
0.03830157,0.005982117,FCGR3A,HP,0.071632177,0.009601779
0.00010175,6.27E-07,IL10,HP,0.000190295,1.01E-06
0.005113858,0.001872941,CD28,HP,0.009564015,0.003006221
0.060264981,0.001959157,CX3CR1,HP,0.112708483,0.003144605
0.054619955,0.002497849,CCR2,HP,0.102151068,0.004009248
0.005905259,4.58E-05,CCR5,HP,0.011044104,7.35E-05
0,0,ALB,HP,0,0
0,0,IL2,HP,0,0
0.001270593,5.02E-05,ABCB1,HP,0.002376282,8.06E-05
8.17E-05,4.71E-07,IL2RA,HP,0.000152715,7.57E-07
0,0,MBL2,HP,0,0
0,0,CXCL12,HP,0,0
0.01097124,0.004898111,PRF1,HP,0.02051858,0.007861862
0.030001739,0.000144753,FAS,HP,0.056109707,0.00023234
0.053626757,0.002699126,CCL5,HP,0.100293576,0.004332314
9.03E-05,7.51E-07,MKI67,HP,0.000168903,1.21E-06
0.03460774,0.001630798,TRIM5,HP,0.064723922,0.002617562
0.000325603,7.96E-06,IFNG,HP,0.000608947,1.28E-05
0.317432233,0.009320207,SERPINA1,HP,0.593666581,0.014959682
4.99E-05,3.85E-07,CCL2,HP,9.33E-05,6.18E-07
0,0,CCL11,HP,0,0
0.033339383,0.000900568,FAS,HP,0.06235182,0.001445484
0.041811486,0.001700328,CCL3,HP,0.078196476,0.002729163
0.013339156,0.004005504,CCL4L2,HP,0.024947092,0.006429156
0.000571446,8.83E-06,ALB,HP,0.001068727,1.42E-05
6.09E-07,1.33E-08,KIR3DL1,HP,1.14E-06,2.14E-08
0.017166811,7.55E-05,CYP2B6,HP,0.032105631,0.000121125
0.000337648,5.03E-05,CD40LG,HP,0.000631474,8.07E-05
0.280668309,0.003685151,HLA-B,HP,0.524910132,0.005914964
0,0,CRP,CCL2,0,0
0.046891093,0.009414835,FCGR3A,CCL2,0.087696435,0.015111569
0.000212278,6.92E-07,IL10,CCL2,0.000397006,1.11E-06
0.00281207,8.26E-05,CD28,CCL2,0.005259176,0.00013265
0.134587477,0.003037454,CX3CR1,CCL2,0.251707543,0.004875358
0.050001643,0.000313547,CCR2,CCL2,0.093513832,0.000503268
0.001076804,1.15E-05,CCR5,CCL2,0.002013856,1.85E-05
0,0,ALB,CCL2,0,0
0,0,IL2,CCL2,0,0
0.002568338,3.34E-05,ABCB1,CCL2,0.004803344,5.37E-05
0,0,HP,CCL2,0,0
0.001032581,2.80E-06,IL2RA,CCL2,0.001931148,4.49E-06
0,0,MBL2,CCL2,0,0
0,0,CXCL12,CCL2,0,0
0.021169484,0.000752338,PRF1,CCL2,0.03959149,0.001207562
0.045244095,0.001311657,FAS,CCL2,0.084616194,0.002105315
0.138403317,0.00746557,CCL5,CCL2,0.258843985,0.011982841
0,0,MKI67,CCL2,0,0
0.004778609,5.38E-05,TRIM5,CCL2,0.008937027,8.63E-05
0.000558097,4.81E-06,IFNG,CCL2,0.001043761,7.72E-06
0.247377711,0.010904816,SERPINA1,CCL2,0.462649552,0.017503107
0.000752056,8.74E-06,HP,CCL2,0.001406506,1.40E-05
0,0,CCL11,CCL2,0,0
0.002430512,2.15E-05,FAS,CCL2,0.00454558,3.45E-05
0.065773682,0.00142807,CCL3,CCL2,0.123010939,0.002292168
0.000959888,1.56E-05,CCL4L2,CCL2,0.001795198,2.51E-05
0,0,ALB,CCL2,0,0
0,0,KIR3DL1,CCL2,0,0
0.000101406,3.22E-06,CYP2B6,CCL2,0.000189651,5.17E-06
0.000225766,2.40E-05,CD40LG,CCL2,0.000422231,3.85E-05
0.23304309,0.003785219,HLA-B,CCL2,0.435840725,0.006075581
0,0,CRP,CCL11,0,0
0,0,FCGR3A,CCL11,0,0
0,0,IL10,CCL11,0,0
0,0,CD28,CCL11,0,0
0,0,CX3CR1,CCL11,0,0
0,0,CCR2,CCL11,0,0
0,0,CCR5,CCL11,0,0
0,0,ALB,CCL11,0,0
0,0,IL2,CCL11,0,0
0,0,ABCB1,CCL11,0,0
0,0,HP,CCL11,0,0
0,0,IL2RA,CCL11,0,0
0,0,MBL2,CCL11,0,0
0,0,CXCL12,CCL11,0,0
0,0,PRF1,CCL11,0,0
0,0,FAS,CCL11,0,0
0,0,CCL5,CCL11,0,0
0,0,MKI67,CCL11,0,0
0,0,TRIM5,CCL11,0,0
0,0,IFNG,CCL11,0,0
0,0,SERPINA1,CCL11,0,0
0,0,HP,CCL11,0,0
0,0,CCL2,CCL11,0,0
0,0,FAS,CCL11,0,0
0,0,CCL3,CCL11,0,0
0,0,CCL4L2,CCL11,0,0
0,0,ALB,CCL11,0,0
0,0,KIR3DL1,CCL11,0,0
0,0,CYP2B6,CCL11,0,0
0,0,CD40LG,CCL11,0,0
0,0,HLA-B,CCL11,0,0
0,0,CRP,FAS,0,0
0.066019222,0.00984189,FCGR3A,FAS,0.123470152,0.015797026
0.000117858,1.19E-05,IL10,FAS,0.00022042,1.90E-05
0.047585322,0.008974756,CD28,FAS,0.088994792,0.014405206
0.077518954,0.014860037,CX3CR1,FAS,0.144977124,0.023851555
0.022632786,0.003369929,CCR2,FAS,0.04232818,0.005409008
0.010006815,0.000940708,CCR5,FAS,0.018714897,0.001509912
0,0,ALB,FAS,0,0
0.000949365,2.78E-05,IL2,FAS,0.001775517,4.46E-05
0.020204087,0.001352468,ABCB1,FAS,0.03778599,0.002170819
0.001315608,5.72E-05,HP,FAS,0.002460471,9.18E-05
0.017495568,0.001245747,IL2RA,FAS,0.032720477,0.001999525
0,0,MBL2,FAS,0,0
0,0,CXCL12,FAS,0,0
0.096416202,0.023313152,PRF1,FAS,0.180319044,0.037419487
0.105072035,0.02686054,CCL5,FAS,0.196507316,0.04311333
0.001117596,8.19E-05,MKI67,FAS,0.002090144,0.000131444
0.025921477,0.002385148,TRIM5,FAS,0.04847874,0.003828355
0.024954092,0.001470161,IFNG,FAS,0.046669523,0.002359726
0.048595549,0.017590177,SERPINA1,FAS,0.090884134,0.02823365
0.004017511,0.00032427,HP,FAS,0.007513611,0.00052048
0.001230048,5.58E-05,CCL2,FAS,0.002300454,8.95E-05
0,0,CCL11,FAS,0,0
0.024806358,0.004112849,CCL3,FAS,0.046393227,0.006601454
0.022604277,0.001204784,CCL4L2,FAS,0.042274861,0.001933775
0.005925682,0.000255078,ALB,FAS,0.011082301,0.000409421
0.007307383,0.001721786,KIR3DL1,FAS,0.013666379,0.002763606
6.61E-05,4.03E-06,CYP2B6,FAS,0.000123597,6.46E-06
0.052749564,0.008615245,CD40LG,FAS,0.098653036,0.013828162
0.315370552,0.095440002,HLA-B,FAS,0.589810793,0.153188888
0,0,CRP,CCL3,0,0
0.121718492,0.058541467,FCGR3A,CCL3,0.227639771,0.093963768
7.21E-05,1.76E-05,IL10,CCL3,0.000134843,2.82E-05
0.005994186,0.005412973,CD28,CCL3,0.011210417,0.008688257
0.122892706,0.032511696,CX3CR1,CCL3,0.229835805,0.052183889
0.022832681,0.001698023,CCR2,CCL3,0.042702026,0.002725463
0.0089737,0.001094953,CCR5,CCL3,0.01678275,0.001757487
0,0,ALB,CCL3,0,0
1.37E-05,7.00E-06,IL2,CCL3,2.57E-05,1.12E-05
0.027113433,0.002285267,ABCB1,CCL3,0.050707954,0.003668038
0.000479357,4.07E-05,HP,CCL3,0.0008965,6.53E-05
0.000230343,0.000108638,IL2RA,CCL3,0.000430791,0.000174372
0,0,MBL2,CCL3,0,0
0,0,CXCL12,CCL3,0,0
0.123696009,0.096798548,PRF1,CCL3,0.231338153,0.155369463
0.028230721,0.001940155,FAS,CCL3,0.052797524,0.003114104
0.096940588,0.05294867,CCL5,CCL3,0.181299759,0.084986879
0.002205718,0.000425805,MKI67,CCL3,0.004125168,0.000683451
0.025140555,0.002985156,TRIM5,CCL3,0.047018247,0.004791415
0.028343659,0.002031797,IFNG,CCL3,0.053008741,0.003261198
0.115661846,0.032701533,SERPINA1,CCL3,0.21631254,0.052488593
0.007582521,0.001706477,HP,CCL3,0.014180947,0.002739033
0.003348042,0.00062666,CCL2,CCL3,0.006261559,0.00100584
0,0,CCL11,CCL3,0,0
0.015834385,0.001340442,FAS,CCL3,0.029613707,0.002151518
0.045157096,0.009707253,CCL4L2,CCL3,0.084453486,0.015580923
0.003917789,0.001633483,ALB,CCL3,0.007327108,0.002621872
0.0116831,0.001176259,KIR3DL1,CCL3,0.021849911,0.00188799
0.000108465,8.61E-05,CYP2B6,CCL3,0.000202853,0.000138119
0.003795211,0.006568519,CD40LG,CCL3,0.007097862,0.010543001
0.178033581,0.039062506,HLA-B,CCL3,0.332961106,0.062698467
0,0,CRP,CCL4L2,0,0
0.122849967,0.030793869,FCGR3A,CCL4L2,0.229755873,0.049426639
1.42E-05,5.79E-07,IL10,CCL4L2,2.66E-05,9.29E-07
0.015973466,0.003885518,CD28,CCL4L2,0.029873819,0.006236569
0.098612244,0.006373539,CX3CR1,CCL4L2,0.184426115,0.010230043
0.006246132,0.001516341,CCR2,CCL4L2,0.011681612,0.002433849
0.009808889,0.000455693,CCR5,CCL4L2,0.018344733,0.000731424
0,0,ALB,CCL4L2,0,0
0.000419483,4.60E-05,IL2,CCL4L2,0.000784523,7.39E-05
0.021774969,0.002389747,ABCB1,CCL4L2,0.040723878,0.003835736
0,0,HP,CCL4L2,0,0
0.000149075,1.78E-05,IL2RA,CCL4L2,0.000278802,2.86E-05
0,0,MBL2,CCL4L2,0,0
0,0,CXCL12,CCL4L2,0,0
0.198532741,0.060460993,PRF1,CCL4L2,0.371298947,0.097044761
0.028879706,0.002833878,FAS,CCL4L2,0.054011264,0.004548602
0.155542512,0.105822629,CCL5,CCL4L2,0.290897967,0.16985384
0.00158094,0.000305441,MKI67,CCL4L2,0.002956698,0.000490257
0.026039958,0.001565454,TRIM5,CCL4L2,0.048700325,0.00251268
0.040858117,0.003271236,IFNG,CCL4L2,0.076413472,0.005250597
0.010753572,0.00515436,SERPINA1,CCL4L2,0.020111493,0.008273163
0.001222901,9.52E-05,HP,CCL4L2,0.002287089,0.000152836
7.12E-05,7.28E-06,CCL2,CCL4L2,0.000133118,1.17E-05
0,0,CCL11,CCL4L2,0,0
0.018798249,0.001412422,FAS,CCL4L2,0.03515677,0.002267051
0.068988659,0.01485708,CCL3,CCL4L2,0.129023637,0.02384681
0.001945629,0.00030032,ALB,CCL4L2,0.003638745,0.000482039
0.01405386,0.00080988,KIR3DL1,CCL4L2,0.026283741,0.001299922
0.000271704,8.49E-05,CYP2B6,CCL4L2,0.000508145,0.000136281
0.00657777,0.008926172,CD40LG,CCL4L2,0.012301845,0.014327225
0.150034042,0.02598124,HLA-B,CCL4L2,0.280595942,0.041701983
0,0,CRP,ALB,0,0
0.077948057,0.003367654,FCGR3A,ALB,0.14577964,0.005405356
2.17E-07,9.59E-09,IL10,ALB,4.06E-07,1.54E-08
0.029481855,0.00047579,CD28,ALB,0.055137412,0.000763681
0.090777927,0.001481127,CX3CR1,ALB,0.169774258,0.002377329
0.00845716,0.000774069,CCR2,ALB,0.01581671,0.001242443
0.001790633,0.000305109,CCR5,ALB,0.00334887,0.000489724
0.000118295,9.47E-07,IL2,ALB,0.000221237,1.52E-06
0.025931756,0.000836884,ABCB1,ALB,0.048497964,0.001343267
1.22E-05,1.07E-07,HP,ALB,2.28E-05,1.72E-07
0.014374682,0.000143138,IL2RA,ALB,0.026883749,0.000229747
0,0,MBL2,ALB,0,0
0,0,CXCL12,ALB,0,0
0.146331581,0.024542606,PRF1,ALB,0.273671544,0.039392859
0.024959961,0.00095939,FAS,ALB,0.046680497,0.001539898
0.134142914,0.006073423,CCL5,ALB,0.250876114,0.009748333
0.000293935,3.09E-06,MKI67,ALB,0.000549723,4.97E-06
0.016685579,0.001191453,TRIM5,ALB,0.031205623,0.001912377
0.017741203,0.000671997,IFNG,ALB,0.033179868,0.00107861
0.027560784,0.008601496,SERPINA1,ALB,0.051544596,0.013806094
0.000345239,1.45E-05,HP,ALB,0.000645671,2.33E-05
4.04E-05,1.95E-07,CCL2,ALB,7.56E-05,3.13E-07
0,0,CCL11,ALB,0,0
0.009603945,9.60E-05,FAS,ALB,0.017961443,0.000154114
0.015080095,0.002090031,CCL3,ALB,0.028203022,0.003354668
0.005283011,0.001076679,CCL4L2,ALB,0.009880368,0.001728156
0.004757762,0.000468063,KIR3DL1,ALB,0.008898038,0.000751279
0.002985423,7.72E-05,CYP2B6,ALB,0.005583383,0.000123919
0.018682449,0.000570316,CD40LG,ALB,0.034940199,0.000915403
0.326612916,0.005371873,HLA-B,ALB,0.610836433,0.008622289
0,0,CRP,KIR3DL1,0,0
0.143534506,0.011502148,FCGR3A,KIR3DL1,0.268440411,0.018461874
0,0,IL10,KIR3DL1,0,0
0.00138878,0.000338594,CD28,KIR3DL1,0.002597317,0.00054347
0.136855312,0.013613366,CX3CR1,KIR3DL1,0.255948882,0.021850548
0.00036507,2.83E-05,CCR2,KIR3DL1,0.000682759,4.55E-05
0.000392997,0.00014433,CCR5,KIR3DL1,0.000734989,0.000231662
0,0,ALB,KIR3DL1,0,0
1.03E-05,8.84E-07,IL2,KIR3DL1,1.93E-05,1.42E-06
0.022524372,0.001268093,ABCB1,KIR3DL1,0.042125423,0.002035392
0,0,HP,KIR3DL1,0,0
0.000294249,1.00E-05,IL2RA,KIR3DL1,0.000550309,1.60E-05
0,0,MBL2,KIR3DL1,0,0
0,0,CXCL12,KIR3DL1,0,0
0.166981218,0.067474402,PRF1,KIR3DL1,0.31229081,0.108301848
0.022631992,0.001400739,FAS,KIR3DL1,0.042326695,0.002248298
0.146462531,0.021596724,CCL5,KIR3DL1,0.273916449,0.03466448
0.007489657,0.000259681,MKI67,KIR3DL1,0.01400727,0.000416809
0.033202137,0.001545735,TRIM5,KIR3DL1,0.06209514,0.002481029
0.058576676,0.00251027,IFNG,KIR3DL1,0.109550989,0.004029185
0.002273577,0.001611042,SERPINA1,KIR3DL1,0.004252078,0.002585851
3.78E-06,2.33E-07,HP,KIR3DL1,7.07E-06,3.75E-07
5.53E-06,1.13E-07,CCL2,KIR3DL1,1.03E-05,1.81E-07
0,0,CCL11,KIR3DL1,0,0
0.018871648,0.001209699,FAS,KIR3DL1,0.035294043,0.001941665
0.054082551,0.00256576,CCL3,KIR3DL1,0.101146008,0.004118252
0.036576494,0.001726016,CCL4L2,KIR3DL1,0.068405915,0.002770395
0.003371487,0.000662747,ALB,KIR3DL1,0.006305406,0.001063762
1.63E-05,1.58E-06,CYP2B6,KIR3DL1,3.04E-05,2.53E-06
0.001481194,0.000303268,CD40LG,KIR3DL1,0.002770152,0.000486769
0.142607656,0.011577281,HLA-B,KIR3DL1,0.266707002,0.018582468
0,0,CRP,CYP2B6,0,0
0.01583826,0.000225003,FCGR3A,CYP2B6,0.029620954,0.000361148
0,0,IL10,CYP2B6,0,0
0.006639013,7.19E-06,CD28,CYP2B6,0.012416384,1.15E-05
0.017113249,0.000122007,CX3CR1,CYP2B6,0.032005459,0.000195832
0.129408646,0.000280671,CCR2,CYP2B6,0.242022014,0.0004505
0.036871109,0.000464421,CCR5,CYP2B6,0.068956908,0.000745433
0,0,ALB,CYP2B6,0,0
0,0,IL2,CYP2B6,0,0
0.075460042,5.19E-05,ABCB1,CYP2B6,0.141126517,8.33E-05
5.19E-05,6.06E-08,HP,CYP2B6,9.71E-05,9.72E-08
0,0,IL2RA,CYP2B6,0,0
0,0,MBL2,CYP2B6,0,0
0,0,CXCL12,CYP2B6,0,0
0.051183876,0.000342488,PRF1,CYP2B6,0.095724862,0.00054972
0.001281356,2.04E-06,FAS,CYP2B6,0.002396411,3.28E-06
0.086365914,0.001648749,CCL5,CYP2B6,0.161522843,0.002646375
0.00020861,1.05E-07,MKI67,CYP2B6,0.000390146,1.68E-07
0.000811462,1.62E-06,TRIM5,CYP2B6,0.001517609,2.60E-06
0.04255731,0.000227737,IFNG,CYP2B6,0.079591328,0.000365537
0.122013556,0.000441875,SERPINA1,CYP2B6,0.228191604,0.000709245
0.142719454,0.000200537,HP,CYP2B6,0.26691609,0.000321879
0,0,CCL2,CYP2B6,0,0
0,0,CCL11,CYP2B6,0,0
2.15E-05,7.68E-08,FAS,CYP2B6,4.03E-05,1.23E-07
0.013798969,6.08E-05,CCL3,CYP2B6,0.025807041,9.77E-05
0.015058657,6.38E-05,CCL4L2,CYP2B6,0.028162928,0.000102471
0.034823501,0.000250749,ALB,CYP2B6,0.065127441,0.000402473
0.000223686,1.68E-07,KIR3DL1,CYP2B6,0.000418341,2.69E-07
0.001318494,2.11E-06,CD40LG,CYP2B6,0.002465867,3.39E-06
0.206231404,0.000562762,HLA-B,CYP2B6,0.385697102,0.000903278
0,0,CRP,CD40LG,0,0
0.025275426,0.033942425,FCGR3A,CD40LG,0.047270486,0.054480326
